review_id,reviewer_id,product,rating,text,label,account_age_days,total_reviews,avg_rating,all_5_star_pct
C0094,U0094,Tools_and_Home_Improvement_5,3,"I bought this for my son to use as a nightlight.  He loves it!  It is so bright that he can see his school bus through the dark.  I used it to light up his bedroom in the middle of the night.  I use it to provide a light for a 2nd floor bedroom and it has a very low power draw.  It has a very nice white light.  I highly recommend it to anyone who needs an accurate nightlight for their nightstand.This is my second one, but I've only used it once, so I'm not sure what it's doing. I have used it a couple of times, and it's working just fine. I have a new 5/8"" drill press, and the tool I've had since I was a kid, and the tool I have used since I was a teen.

I don't really know how I could possibly be in a position to write a review without this one",fake,58,134,4.92,0.98
C0095,U0095,Kindle_Store_5,5,"Ms. Hamilton continues to raise the bar in her latest, book 2 of the Highland Gardens time travel highland romance series, that is believable and history rich. It is filled with intrigue, finding love, and commitment to family. Finn is a high-powered modern rich man who longs for true love and a family like his cousin Laurie. He character is developed in such a matter that one has empathy and understanding that money and hotness doesnt always bring you happiness but more often loneliness and uncertainty as to who are your true friends and what true love is. Wow I love Elspeth, she is a strong woman but due to the era she was born and family duty puts love before family. Her character is truly thought provoking and though you want to scream don't take that from your fianc&eacute; we truly understand what the mens beliefs about women were back then compared to today. From my viewpoint there weren't any strong secondary characters but Caitrina and Douglas seemed to deserve a story. So for now I am waiting impatiently for book 3 of this series Just Wait For Me, A Highland Gardens Novel. To see the full review visit my blog: sportochicksmusings. blogspot.",genuine,1241,36,3.53,0.49
C0096,U0096,Books_5,4,The story was well written and I enjoyed reading about this time frame in Canada. Interesting to read about women's suffrage in Boston and Canada.,genuine,36,81,4.72,0.89
C0097,U0097,Tools_and_Home_Improvement_5,2,"It works but I have had it for a long time.

The only reason I don't give it 5 stars is the design. ",fake,22,105,4.86,0.89
C0098,U0098,Sports_and_Outdoors_5,5,This stuff will get you some real sweat.  Not too hot or too cold.  If you sweat so much that it's a,fake,19,118,4.9,0.95
C0099,U0099,Sports_and_Outdoors_5,5,"Bought this set for my wife to snorkeling in the Bahamas. She did and the guide/ lead snorkeler told here this set was a top line one. Not the very best, but really good. So get yours today!",genuine,1849,47,3.7,0.37
C0100,U0100,Tools_and_Home_Improvement_5,5,"Klein is second to none.  The quality and quality of Klein products is exceptional.  Klein products are so affordable that I am not surprised that they have gone through so much research and testing to determine the quality of their products.  If you are looking for an excellent product, Klein products are a must.

I did not purchase the Klein products on Amazon for the quality of the product",fake,31,119,4.87,0.98
C0101,U0101,Sports_and_Outdoors_5,5,I bought this as a gift for my son and it was a gift for him too!  It is so small and cute.  I also bought the Treme cover to protect it from the sun.  It will be a perfect gift for,fake,59,117,4.97,0.92
C0102,U0102,Kindle_Store_5,5,"The book was so, so good. I couldn't put it down because I definitely wanted to find out how this story was going to play out.  Talk about the sexy banter between Amber and Lance...so, good!  Lance mouth was just so deliciously sexy, off the chain.  Amber says ""You're not coming over"" Lance says ""I will be there and we both will be coming later""......Daym that was Hot!!  He can sneak in my bedroom at my parents house anytime!  The character development was really good, nice little twist in there.....I TOTALLY LOVED IT!  Lance became my favorite when I read ""Mate for Gideon""...He called Sarah, Prim (Ms. Prim & Proper), next to my boy Zane..I mean vamp..Love Zane!  Talk about eating humble pie...I  don't want to give anything away but when I read about the door slamming in the face, I thought that was the ultimate.  Ah mannnn, I died laughing, it was GREAT!  KARMA is something!  I loved the fact that Charlene brought back previous mates, I wish there was a bit more conversation, but it was cool.  Brant, Zane, lil Sam and Tanya...Tanya still holding off on sex to get her way??  She's something.  I totally hope Charlene give us story on the Elf Prince..who was the vamp he fell in love with, Brant's secretary?? I'm dying to find out!  Can't wait for Titan to get a mate. He's all messed up, want to read more about that species relations thing, hope there's a shifter females and vamp hook-up, witches were mentioned and did they say dragon shifters....Whoaaaa!  Looking forward to reading that....Keep these fun stories coming Charlene, they're great!",genuine,1777,58,4.08,0.37
C0103,U0103,Toys_and_Games_5,4,My son likes this but because it folds in half the tent style doesn't stay upright for long. Keeps collapsing.,genuine,19,144,4.83,0.88
C0104,U0104,Sports_and_Outdoors_5,5,"I have three of these now, switched out all my AR Platform scopes with these.  They are light but excitedly rugged, and with 1"" inch inserts handle 1"" scope beautifully as well.  The  MOA return to zero isn't bunk, I've generally seen either spot on or at most a  MOA difference after dismounting for cleaning.  I originally decided to try one for just that reason, the ability to clean, but when I look at the precision rings, 20 MOA rails etc. these are very hard too beat and real value for their cost.  When you regularly shoot 300-600 yards with an AR this is the mount to have.",genuine,1556,56,4.21,0.44
C0105,U0105,Books_5,5,"This is a fantastic book!  I enjoyed every page -- through humor, poignancy, insights.
I'd highly recommend this book to just about everybody.",genuine,44,26,4.87,0.98
C0106,U0106,Kindle_Store_5,4,"This was a fun and quick read, with lots of action and suspense. The characters were well developed and well developed. The story was well told and the flow of the story",fake,10,129,4.83,0.87
C0107,U0107,Movies_and_TV_5,4,"Amazing, and sad, that many of the people who died in the cold war did not have a chance to get a chance to see the film.  The film was shot in a very cold winter with no snow and no wind.  The story is told in a very cold winter and the sun is shining.  The sun is shining and the snow is falling on the ground.  The film is very dark and very cold.  The movie is very cold and very cold.  The camera work is very slow and the editing is very poor.  The story is very dull and the camera work is very poor.  The film is very bad and the editing is very poor.  The movie is very sad",fake,29,103,4.79,0.88
C0108,U0108,Books_5,5,"Here's a wonderful book for any fan of Ursula Le Guin. It begins with a foreword by the author in which she outlines each of the stories, most of which take place on worlds of her well-known Ekumen, her &#147;Hainish Universe.&#148;. However alien the cultures may be, however strange their societal structures and customs, Ms. Le Guin uses each tale to underscore what truly unites us and makes us human. These stories comprise the first two-thirds of the book.
As much as I relish Le Guin&#146;s Hainish stories, it is the novelette &#147;Paradises Lost,&#148; comprising the final third of the book, that is most rewarding. It&#146;s a change of pace for the author, involving not the worlds of the Ekumen, but rather a generation spacecraft on a 201-year voyage from Earth to a &#147;New Earth&#148; orbiting some unnamed neighboring star. Most of the narrative involves characters who have lived their entire lives in this self-contained bubble of metal and air. They know nothing of Earth save what they have experienced via films and &#147;virtual reality&#148; programs. The simple concept of &#147;sky&#148; is completely unfathomable to them. They have their own rituals and customs with which they structure their lives until it becomes necessary to debark on the surface of a new world. Ultimately, for some hese colonists who have become comfortable in their self-contained universe, the notions of OUTSIDE and NEW WORLD begin to seem rather intimidating and even evil. How will they cope when the spacecraft arrives at its destination? Ms. Le Guin deftly explores this culture and its destiny, and the ending quite literally brought tears to my eyes. Throughout &#147;The Birthday of the World,&#148; we realize how much we have in common as human beings, no matter whether we are on Gethen, in a spaceship, on Earth, or anywhere in the universe, that we have our loves, our hopes, and our fears, and that EVERY DAY is the birthday of the world.",genuine,29,91,4.94,0.96
C0109,U0109,Books_5,2,"It seems that getting older hasn't been a good thing for Mr. Higgins. His writing has become predictable and mundane. In this book Mr. Higgins often repeats character descriptions. It also always seems to rain in ""torrents"" . So much so that London would surely be suffering serious flooding. Also there is less differentiation among characters then there has been in Mr. Higgin's earlier works. I don't believe I will purchase another of his Sean Dillian books. They seem to be all the same story with less and less differentiation among plot lines.",genuine,515,65,3.85,0.16
C0110,U0110,Sports_and_Outdoors_5,5,"Excellent, you retain your mobility while carrying essential gear
in a light weight rig. The Multicam pattern is authentic, THX",genuine,27,77,4.93,0.94
C0111,U0111,Pet_Supplies_5,5,"I've replaced all my other fountain filters and the reservoir is still full. This is the only one I've seen that seems to work, and it is the only one I've used that does not leak. It's not clear how it will hold up if I use it on my cats, but it's pretty good.",fake,53,27,4.76,0.98
C0112,U0112,Tools_and_Home_Improvement_5,5,"This really isn't even the same tool as the 2-ton cable puller.  I mean it is, but this thing is MASSIVE.  It weighs about 35 pounds and looks able to pull a house over.  The thing is so big it's almost difficult to work with.  You need to be rather strong to get it moved around set up even before you begin cranking.

This is very well made, of exceptional quality, and amazingly strong.  Made right here in the good old USA.  You can buy this thing, use the tar out of it, and give it to your grown child someday and he can then give it to his kid some day.  Really, it's that well made.  I just wish the manual did a little better job of indicating lubrication points.  Perhaps if it had a picture with arrows indicating spots to lubricate.",genuine,804,35,4.0,0.2
C0113,U0113,Books_5,5,Well I agree with many reviews that the publisher often repackages previously published books into a new title to trick us but I don't remember having read any of these.  I have read all of ine In Death series orhottesthot I had.  Anyway I enjoyed these and have pre-ordered the next book.  Love having them all on my Kindle.,genuine,1072,64,4.12,0.43
C0114,U0114,Electronics_5,4,"The keyboard is a little small, but the feel is good enough.

The screen is a",fake,43,49,4.75,0.96
C0115,U0115,Pet_Supplies_5,5,My two cats love these fur teasers. I put one on a long pole  ( made by the same company with feathers ) and my cats were jumping and stalking this fur teaser to the point that I could hardly put it away without them trying to grab it and take it to hide. You will have a lot of fun and bonding time with your cat(s) with this toy !,genuine,285,44,4.29,0.38
C0116,U0116,Tools_and_Home_Improvement_5,5,"These are great!  Better than a professional paint dryer.  Also, the yellow paint has",fake,50,70,4.9,0.86
C0117,U0117,Books_5,4,Immediately captured my attention and I immediately started reading the rest of the book.  I was just blown away by,fake,11,97,4.87,0.97
C0118,U0118,Movies_and_TV_5,5,"I don't watch much TV, but my husband was watching it one night and I sat down to be with him.  Well, I am HOOKED on this series.  I now own season 1, season 2 and have pre-ordered season 3.  The action is taut and thrilling and the interactions of the characters just grows on you, the acting is so real you almost think it's really happening.  I would recommend this to any ""horror"" story lover.",genuine,2498,10,3.71,0.29
C0119,U0119,Books_5,5,"Peter Robinson is a great writer.  He has a good history and a great writing style.  He is not the best writer, but he is the best writer.  I would recommend this book to",fake,37,107,4.82,0.85
C0120,U0120,Electronics_5,5,This is an update to a number of the previous version of this product that I purchased.  The new version was the best I could find and is the best I could find in price.  The only complaint I have is that it was a little hard to set up.  The first time I used it I was,fake,32,112,4.94,0.94
C0121,U0121,Home_and_Kitchen_5,1,"I've had this Lunchbots for over a year now.  Overall, it's been a decent container, though only useful for dry goods.  My original intent was to purchase an 'heirloom' lunchbox that was completely foodsafe -- what better choice for that than stainless steel, right?

So anyway, over a year later, the paint regularly chips off.  Each day, there are some paint flakes to be found everyhwere -- in the tote bag I use to carry this container, on the rim, and if I'm not careful, in my food.

Given the times we live in, and that there's no way for me to know for certain whether there's lead, cadmium, or other toxics in the paint, this will soon go into the trash.

In fact, that's why I'm on Amazon today -- I came shopping for a 100% stainless steel replacement.  After seeing this pop up in the search, I thought I'd at least help others by sharing my experience.

Someone did suggest that Lunchbots was extremely customer-service oriented, and would replace the lids -- no questions asked.  That was not my experience at all.  I wrote to customer service, and got a standard 'stock' response back which suggested the product is no longer under warranty and this was considered normal 'wear and tear' -- but that I could buy some replacement lids (which were also painted) if I wanted to, at my expense.

(apparently this comes with a one year warranty, so that's all the product is guaranteed for)

So much for quality and so much for manufacturer product support.

Seriously -- what's the point of spending some $20 for a stainless steel item if it won't last much longer than a year?

Best & Respectfully--",genuine,32,65,4.98,0.95
C0122,U0122,Electronics_5,5,I would not buy anything else.  This is so comfortable when you shoot for long periods of time.,genuine,2384,66,4.19,0.34
C0123,U0123,Tools_and_Home_Improvement_5,3,battery  dead  in a very short time  used4 times for short time  they look nice when working,genuine,1500,36,3.3,0.48
C0124,U0124,Clothing_Shoes_and_Jewelry_5,3,"Really fun shirt for the price. The only problem is that it comes with a small button that doesn't fit.  The front part of the shirt is a bit too short, so I had to order a smaller size.  The collar is very long and the back part is not as long as I expected.  I did get a medium,",fake,1178,64,4.0,0.38
C0125,U0125,Pet_Supplies_5,1,"My cats used to eat this and it was very healthy for them.My dog loves this treat.I bought this for a friend's cat and she is a huge fan of it. It is a little hard to get on her, but it's not really heavy so it's not a problem. It's a bit heavy for her, but she's not",fake,36,103,4.76,0.88
C0126,U0126,Home_and_Kitchen_5,3,"The immersion blender itself is quite nice.  I like the adjustable speed - you can use a lower speed when blending in a smaller vessel.  But the accessories are terrible.  My plastic beaker leaks.  I know - hard to imagine a plastic beaker leaking, but sure enough this one drips out the bottom.  And the chopper attachment has no bearings there so it makes a shrieking sound when it runs.  I suppose it'll probably be quieter if you chop oily foods, but i was mixing dry ingredients.  I was actually trying to grind spices and found the blade too dull for that.  Probably not what it's meant for, so i can't blame the tool for that one.",genuine,26,91,4.9,0.97
C0127,U0127,Clothing_Shoes_and_Jewelry_5,1,"It is way to small, possibly perfect for maybe a small person? I am confused because an XL is suppose to mean Extra Large not Small...
One star for soft material and because zero wasn't optional.",genuine,221,71,3.3,0.53
C0128,U0128,Pet_Supplies_5,3,"This double leash *does* free-float the leash, which is a nice bonus. I have one of these two in the house. The other one is the plastic one. The plastic one is just a little larger and will be a pain to bend. This one is still a bit larger and harder to",fake,2181,76,4.03,0.45
C0129,U0129,Kindle_Store_5,3,It's a good read & I will be reading more from this author.,fake,36,134,4.73,0.96
C0130,U0130,Kindle_Store_5,4,Story is pretty good so far will have to read the rest to see if it continues.  Not my favorite line of story but all in all grabs at you so that you want to see what Charlie will do.,genuine,1176,44,3.64,0.42
C0131,U0131,Clothing_Shoes_and_Jewelry_5,5,"Pants are long, but that's what I wanted.  I'm a 34D, and I ordered a 34B.  The 34D fits perfect, the waist",fake,27,128,4.86,0.99
C0132,U0132,Kindle_Store_5,4,"My Thoughts - 4 out of 5

This is a great book for a beginner to start. It's not the best book out there and is not a complete book. I would recommend it to anyone who wants to start a beginner's guide. This book is a great guide for anyone who wants to start a beginner's guide. I can't wait to read the next book in this series.This book was very good. I love the characters and the story line. I'm not sure if I will continue reading the series.I liked this book.  I was just a little confused at first but once I got past the confusion it was worth the read.  I am hoping that the other books in this series will continue.This is a cute story about a young man and a girl named Emily.  It's a great story with good characters.  I received this book free in exchange for an honest review.This book was a great read, I can't wait for the next",fake,34,89,4.77,0.89
C0133,U0133,Electronics_5,1,"What a ridiculous product.

I wanted to be able to download large numbers of photographs directly to this WD drive, but that is not possible. You must first download to your main drive, THEN TRANSFER ALL YOUR FILES MANUALLY to the WD drive for mirroring and cloud access. Needless to say, no one has time for that.

And the worst thing is, I didn't connect this device within the 30-day window for returns. So it's useless, and cannot be returned.

Ugh and fail all around.",genuine,25,50,4.98,0.95
C0134,U0134,Kindle_Store_5,5,"Kara Lou is an excellent writer. The characters are well developed and the story is well told. The story is well-written. The characters are well-developed and the story is well-written. I look forward to reading more from this author.This was an excellent read. The characters were strong, likable, and the story line was great. I would recommend this book",fake,17,75,4.78,0.95
C0135,U0135,Pet_Supplies_5,5,"I purchased the Capstar as a extra layer of security for my dog , it's probably one of the best medication to use for dogs  and cats it's non toxic for our animals and knock out fleas in 30 minutes . I also use the Seresto Fkea Collar on my Dal but in case it stops working before I can get another one on her I can give her a Capstar and know I've still got her protected from Fleas thanks to Capstar . According to my vet any flea medication is only 99% effective and knowing how well Capstar works for both cats and dogs I keep both of my animals protected ,I use Capstar for cats and small dogs as well for a backup . Thank you for the prompt shipping .",genuine,2328,41,4.2,0.54
C0136,U0136,Sports_and_Outdoors_5,5,"First time user, glue last time. The only reason I gave it 4 stars is because I'm a self-proclaimed",fake,28,65,4.91,0.89
C0137,U0137,Clothing_Shoes_and_Jewelry_5,5,I love this watch!  It's smaller than expected but very well made and I love the colors as well.  I think I may have found a new favorite watch designer.,genuine,366,11,4.04,0.37
C0138,U0138,Books_5,5,I really enjoyed this book.  The characters were well developed and the plot was well written.  I read it several times and liked it.  The illustrations are wonderful.  This is a very well written book.  I would recommend it.I really enjoyed this book.  I love a good mystery,fake,60,145,4.7,0.86
C0139,U0139,Kindle_Store_5,4,The story continued well written and had me enthralled from the get go.,genuine,2140,61,4.36,0.29
C0140,U0140,Toys_and_Games_5,5,This game is great.  Sometimes it takes longer than Monopoly though.,genuine,2136,19,3.68,0.48
C0141,U0141,Kindle_Store_5,4,This one was good. It had a lot going on but it was good still. I can't wait until the next book.,genuine,399,24,3.88,0.21
C0142,U0142,Kindle_Store_5,5,You did it again Rhonda. I loved Chris and Kate in this sequel. And those Garrison females are something else. I hope we get to see if Chris wins an Oscar and if they ever get a chance to start that family they want. Keep them coming.,genuine,1196,20,3.7,0.37
C0143,U0143,Books_5,5,Very nice book and cd. The book is an interesting and well written book that makes the reader think.,fake,44,77,4.81,0.96
C0144,U0144,Toys_and_Games_5,5,Came ahead of time. Excellent quality. The pieces are sturdy and will stand up to abuse.,fake,1397,80,3.57,0.55
C0145,U0145,Kindle_Store_5,4,"Review
4 Cans of Pepper Spray

Yes, I know the title is a bit far fetched, but the title is so damn good! I am so glad I got to read this book, it was so good. It is a good read, it is a sweet romance, it has a lot of drama, it has a lot of action, and it is a great book for the summer. I love the characters, the story, the characters, the banter, and the banter between the characters. I highly recommend this book. I would definitely recommend it to anyone who enjoys a great romance.I enjoyed this book and am looking forward to reading more from this author.This was a very good book. I enjoyed this book. I enjoyed the characters and the story. It was a good read and I was looking forward to reading the next book in the series.I really enjoyed this book. I love the characters and the plot. I would recommend this book to anyone who enjoys a good story",fake,44,45,4.76,0.98
C0146,U0146,Movies_and_TV_5,3,"I saw the Director's Cut and thought I would like it too.  Well, I did and am glad I did.  I am a huge fan of Treme and it is a great movie.  It is a good film to watch once.I really enjoy this show.  I love it.  I love the way it shows the different ways people are different from each other",fake,47,40,4.75,0.87
C0147,U0147,Kindle_Store_5,5,"Great read!  I couldn't put this down, and I can't to read the next one.  The author knows what he's doing and his writing shows that he has a mastery of the language.",genuine,190,57,3.91,0.33
C0148,U0148,Movies_and_TV_5,3,"Not sure if someone decided to do the movie, but I saw it for the first time and was so pleased.  The movie is a bit cheesy, but the acting is okay.  If you like older movies, this is a must see.",fake,19,93,4.9,0.95
C0149,U0149,Tools_and_Home_Improvement_5,4,"I love the Porter Cable, it's the best. I also love that it's been one of the best in the world for over a year and the price is right. I've been using it for over a year and I'm very pleased.I bought this to replace a broken",fake,48,79,4.93,0.98
C0150,U0150,Sports_and_Outdoors_5,5,"They fit as expected, well ventilated for summer walks/runs, and I don't get blisters while wearing them. I have a hard step and I'm very active...have tried several different ""top-of-the-line"" well known brands, and have now settled on these as my go-to.",genuine,990,59,3.47,0.2
C0151,U0151,Pet_Supplies_5,1,"September 30, 2017
Seller change your description of item this particular item is made for little-dogs not big ones. i just got mine today and my shorty-bull 44lbs broke it by one tug-pulled not even the lock held her strength. Therefore picture is much more deceiving and not what to expect when it arrives,  too small, narrow cording, cheaply made.",genuine,1268,23,3.4,0.18
C0152,U0152,Sports_and_Outdoors_5,5,"If you own a CZECH, you know you're going to have to pay a lot of money for a quality rifle. I am a 32 oz. Taurus II, and it's worth it.  It's a little thin, but it is very compact.  The rifle is a bit too small for a compact pistol, but the rifle is well built and well made.  I would recommend it to anyone who is looking for a gun that will last a long time.I got this for my son's birthday, but he does not like it.  It is too big and too small and he is too young to use it.  He is not very creative and it is too hard to take to the range.  It is too big and too small for his hand.  He also does not like it.  It was too big for him and he is too small.  He does not like the fact that it is too small, but he does not like the fact that it is too large.  It is too big and it is too small.  He does not like it, but it is a good idea for him.  I bought two for our son's birthday.  They were both very nice and made of a durable material.  We bought a second for our son's birthday and both are well",fake,52,93,4.84,0.91
C0153,U0153,Home_and_Kitchen_5,5,"Did about a full week, it was still very comfortable.

The only reason I gave it four stars is that it's a bit small, but if you're a lot smaller than that, it's not really a problem. If you're going to use it for a lot of things, it's a good size for them.

I'm very happy with this purchase. I just wish there was a way to go by the size of the cord when opening the bag, it's a little too small for my small hands. I'm not sure how long it would hold up to it's use. I haven't used it at all. I'm not sure how long it would hold up to the use of my large hands. I don't know if I'll be able to find a way to fit it in my bag. I haven't tried it. I'm really happy with this purchase.I have two of these. One is a little smaller than I expected, and the other is bigger.

I'm very happy with the product. I would highly recommend this product.Great, very strong, and I like that it holds a lot of items.  I have a ton of things to keep on hand and it is a little big for my needs.  It will hold a lot of stuff and is well made.  I bought it for my mom, who is very allergic",fake,30,89,4.84,0.92
C0154,U0154,Pet_Supplies_5,5,"this was great for our little ones, they love it.

The only reason I gave it",fake,7,130,4.88,0.95
C0155,U0155,Books_5,5,"New author and a darker, more depressing story than most of the other books in the series.  I read it in one",fake,19,25,4.89,0.99
C0156,U0156,Tools_and_Home_Improvement_5,5,"I like this item a lot.  Packs up small, nice little case.  I would like to have seen some reinforced grommets but that is a nitpick.  The fact I could fold it back up and get it back in its pouch is enough of a selling point for me.  Good bit of emergency kit.",genuine,344,27,3.98,0.34
C0157,U0157,Home_and_Kitchen_5,5,Love this! I have it in my motor home. We travel extensively and I am on a No Bottled Water kick. It is perfect to make sure we have good drinking water wherever we go.,genuine,16,131,4.84,0.94
C0158,U0158,Pet_Supplies_5,5,"Pleased with the results, they are a little pricey, but I will keep them for the long",fake,27,124,4.89,0.9
C0159,U0159,Books_5,5,"Wonderful story of a young woman who is raised by her father in a small town in Texas and is raised by her mother in the small town of Amish.  She is very determined to go to college and she does.  She is one of the most beautiful girls in the town.  She is smart, clever and funny.  Her mother is a lawyer and her father is a nurse.  All of these characters are fascinating and",fake,1530,57,3.55,0.43
C0160,U0160,Home_and_Kitchen_5,4,"This was on my hubby's xmas gift list.  He just loves it and uses it every day.  It is sturdy, attractive and easy to use.  My only problem with it is that we got the peppercorns long before the pepper mill arrived.",genuine,57,29,4.79,0.91
C0161,U0161,Kindle_Store_5,5,"Enthralling doesn't even begin to cover this book. Ms. Kelly's story-telling and writing style in this book was more than I could have hoped for. The story was exciting, hot, and hilarious. The plot had me staying up into the night to read longer than I should have. The female characters are strong and take no-nonsense from the alpha males in their lives. The snarky, sassy personalities had me laughing and at times cringing at their crazy, yet courageous acts. Willow is incredibly strong and doesn't hold back. This makes for, at times, a hilariously volatile interaction with Mal. Mal is your alpha male with an overprotective personality. Oh yeah they are complete opposites! I'm not sure which characters I loved more though. The secondary characters were almost as involved as the main characters and had me falling in love with them and solidifying my new addiction to this series. I'm now impatiently waiting for Book 2 and my next love match. Nothing better than a promise of more of my new loves being the center of their own books. If you haven't read this book you need to! This author has yet to disappoint me but this is some of her best!",genuine,1835,70,3.2,0.48
C0162,U0162,Books_5,4,It was a good book if you like that era. Some parts of it were a little far fetched but still a good read.,genuine,34,125,4.85,0.86
C0163,U0163,Tools_and_Home_Improvement_5,5,"I used to use a $1000 Lamello biscuit joiner when I worked in a cabinet shop. The dealt works amazingly well for how much it costs. I'm not saying it's as good as the Lamello, but its hard to tell the difference. This thing is accurate, easy to use, and I love the rack and pinion adjustment.",genuine,2221,61,3.44,0.45
C0164,U0164,Movies_and_TV_5,4,"This movie is intense!  Not a bad movie, just not a lot of action!  If you like action movies, this movie will make you feel the adrenaline rush.  I would recommend it to anyone who likes action movies.I was excited to see this movie.  The acting is great.  The story is well told and the story is very well told.  I highly recommend it",fake,23,132,4.84,0.97
C0165,U0165,Electronics_5,5,"The quality of the watchband is excellent, the controls are intuitive, and the display is bright and clear.  The watchband is a solid piece of equipment, but the watchband is a bit bulky.  It will not fit a wrist strap.  This is a problem for most people.  The watchband is the most convenient option for me, and I think it has the best potential to be",fake,45,81,4.79,0.95
C0166,U0166,Movies_and_TV_5,4,I never saw the original so I guess I don't have that to compare it to like most of the reviews on here. I thought it was a good movie for the most part. A little cliche and predictable at points but there are a million movies out there. It's kind of hard to be completely original. I'm not a crazy movie critic though. I enjoyed sitting down and watching this. My life isn't ruined. It's a movie.,genuine,1851,16,4.21,0.24
C0167,U0167,Kindle_Store_5,4,"I thought that this was a sweet, sweet, romantic story about love, loss, and how we can",fake,12,59,4.91,0.92
C0168,U0168,Books_5,5,"This was an excellent book. It introduces new and useful information (& conceptualizes older information) about a topic that is increasingly influencing human beings, and other animals. A bit scary, but inevitable.",genuine,1299,58,4.38,0.48
C0169,U0169,Electronics_5,3,"Image is flickery when it comes to the design and sound of the TV, but I'm pretty impressed. The picture is bright, crisp and clear, and the sound is strong and clear. I can't really complain about the sound quality. I don't have any complaints with the sound. I love the fact that the sound is very clear.",fake,40,57,4.97,0.9
C0170,U0170,Books_5,5,"One of the greatest wordsmiths of all time. His voice is full of emotion, the way he describes the two ways the world works, and the way the world is created. I especially enjoyed his description of the way in which life is created.",fake,13,37,4.93,0.89
C0171,U0171,Kindle_Store_5,3,"Scary book because this type of book is just too short.

The story starts out with a self-help guide to get your life going and the",fake,55,149,4.7,0.89
C0172,U0172,Kindle_Store_5,5,Read the book in one sitting. The characters are well developed and the story is well told. The story is well-written. The characters are well-developed,fake,2185,24,3.78,0.33
C0173,U0173,Toys_and_Games_5,3,My son has taken some time to learn how to make this toy. He loves to throw the ball around and the noises it makes are very clear. This toy is very educational for him. It is a good size for little hands. This toy is very durable.,fake,53,116,4.79,0.91
C0174,U0174,Pet_Supplies_5,5,"It has hooks on one surface like in Velcro, that was a surprise. Pretty sure it performed better than the other brand that has green & yellow sponge on magnets.",genuine,1158,78,4.23,0.3
C0175,U0175,Pet_Supplies_5,5,"This thing works great scares the crap out of poor cat but keeps her from trying to catch baseballs on my 70"" TV screen",genuine,1483,65,4.17,0.43
C0176,U0176,Toys_and_Games_5,5,"My granddaughter was thrilled with the rose color. We never buy generic brands of rubber bands, only Loom rubber bands as we have learned that generic ones often break.",genuine,803,68,3.35,0.54
C0177,U0177,Kindle_Store_5,5,"Beautiful love story with a happy ending.  Great job!!!

I received this book from the",fake,1539,17,3.73,0.5
C0178,U0178,Toys_and_Games_5,5,"my grandson is a big yugioh fan and this made him so happy! He is six and is teaching me how to battle the monsters against each other. Things that stretch his imagination and give him fantasy play are all right by me! It gives us something extra to fill our time together when he is visiting! Great stuff, excellent seller!",genuine,2051,6,3.69,0.44
C0179,U0179,Sports_and_Outdoors_5,2,Supposedly sticky. Not so - makes me slide all over the yoga studio floor.,genuine,812,14,4.36,0.34
C0180,U0180,Kindle_Store_5,5,"LT&T did not disappoint.  We have the characters we love in this book, and the way the author is able to make them fit into the story.  I think this is one of the best books I have read in a long",fake,49,121,4.95,0.94
C0181,U0181,Home_and_Kitchen_5,5,"Awesome is all I have to say, the materials are good, and the quality is decent.",fake,2365,53,3.95,0.53
C0182,U0182,Books_5,5,Spiritual. I would recommend this book for the spiritual journey it takes you through out the story. It is a feel good book.,genuine,36,29,4.77,0.94
C0183,U0183,Pet_Supplies_5,1,"Horrible ""absorbency""  In no way does this product compare to the disposable wraps they sell at Petsmart. It's a shame I can't buy a better quality, better absorbency wrap on Amazon :(",genuine,1357,34,3.72,0.45
C0184,U0184,Toys_and_Games_5,3,For a cheap little car it was a lot of fun playing with it,genuine,591,61,3.56,0.22
C0185,U0185,Sports_and_Outdoors_5,5,Mine came brand new practically. It's so warm with all them put together perfect sleeping bag should last a life time if stored well.,genuine,1508,12,3.65,0.27
C0186,U0186,Toys_and_Games_5,3,The sliding board (i wouldn't recommend it) is very thin and will not hold up well to the high winds. The game is very simple and the kids have enjoyed it. The kids love that it's a little smaller than the size of a regular board game and,fake,38,125,4.93,0.93
C0187,U0187,Tools_and_Home_Improvement_5,3,"Button placement not consistent with how I use it for coping molding.

I use a coping saw to rough cut my molding, and use this to get shave things down to a 1/32 of a inch.  It's too thick to hold like a pen, so I hold it like a paring knife.  The LEDs shine in my eyes so I had to block them with masking tape (there's no on/off).  The locking button (for changing bits) sometimes gets pushed when I'm holding it, and it's inconvenient to increase the speed while I'm using it since the speed buttons are on the other end.

Otherwise it's very useful...",genuine,503,53,3.49,0.4
C0188,U0188,Kindle_Store_5,5,"If you like her other books, you'll love this one. This is a must read.",fake,766,34,3.5,0.33
C0189,U0189,Sports_and_Outdoors_5,5,Blazing fast shipping and the quality of the product. Very good quality. Nice bag.,fake,5,139,4.9,0.98
C0190,U0190,Kindle_Store_5,5,Great story!! I enjoyed the development of the characters and can't wait to see how Sophia and Marc handle taking their relationship to the next level.  Thanks for a great read!!,genuine,1989,49,3.56,0.55
C0191,U0191,Toys_and_Games_5,5,"While these are a little pricey, they are a great way to store all of those million little lego parts from Hero Factory sets.  The added bonus is these huge legos are actually toys themselves because they can be stacked just like the little legos.  Plus, they look great in a playroom!",genuine,49,84,4.79,0.91
